1.90000	-1.70000	282.77100
1.99500	-1.70000	323.61687
1.90000	-1.78500	291.87025
1.80500	-1.78500	254.96904
1.71000	-1.82750	226.28113
1.71000	-1.74250	218.27566
1.61500	-1.72125	187.82176
1.42500	-1.84875	150.67613
1.18750	-1.92313	111.14280
1.09250	-1.81688	90.63552
0.78375	-1.81156	58.89311
0.35625	-2.01344	46.22546
-0.27313	-2.15953	51.53415
-0.04750	-1.90187	37.35441
-0.66500	-1.89125	57.22328
-0.47500	-2.10375	56.43550
-0.16031	-2.03070	43.63427
-0.56406	-1.91914	52.50172
0.12617	-1.98986	40.99521
0.23898	-1.86104	37.37209
0.06531	-1.77305	32.46204
0.03488	-1.66464	28.68220
-0.25160	-1.70548	32.85240
-0.16922	-1.46824	23.77349
-0.23008	-1.25143	18.52669
0.05641	-1.21059	15.62269
0.21041	-0.96314	10.77224
-0.05455	-0.54993	4.16909
-0.09927	0.00743	1.20845
0.34122	0.29572	0.75542
0.62687	1.06929	4.71331
0.03154	1.26628	16.94748
0.16569	-0.40578	2.57302
0.07626	0.70893	5.79697
0.14333	-0.12711	0.95188
0.58382	0.16118	0.49601
0.92537	0.23806	3.82791
0.78171	0.58400	0.05498
1.10090	0.93956	0.75229
1.02431	0.44947	3.59756
0.51199	0.33415	0.29001
0.70988	0.75697	0.72449
0.61534	0.31013	0.19490
0.88505	0.55998	0.51203
0.60526	0.39061	0.16171
0.77163	0.66448	0.09986
0.94808	0.85787	0.01949
1.11949	1.09151	0.27593
0.95816	0.77739	0.19965
0.81826	0.69271	0.03839
0.98463	0.96658	0.00032
1.08610	1.15787	0.01214
1.11445	1.13175	0.13467
0.89231	0.80247	0.01199
0.92886	0.91118	0.02848
0.94328	0.87120	0.00667
1.03560	1.03531	0.01507
0.92813	0.86068	0.00517
0.96949	0.95606	0.00354
1.02599	1.06196	0.00154
1.04114	1.07248	0.00301
1.02322	1.04338	0.00067
0.98187	0.94800	0.00291
1.01496	1.03347	0.00033
0.97637	0.95668	0.00067
1.01151	1.02170	0.00015
0.98118	0.95481	0.00098
1.00652	1.01381	0.00005
1.03339	1.06893	0.00113
0.99682	0.99217	0.00003
0.99183	0.98427	0.00007
0.99675	0.99363	0.00001
0.98706	0.97199	0.00022
1.00165	1.00335	0.00000
1.00158	1.00482	0.00003
1.00039	1.00165	0.00001
1.00529	1.01138	0.00003
0.99889	0.99807	0.00000
1.00015	0.99977	0.00000
1.00021	1.00024	0.00000
0.99744	0.99495	0.00001
1.00060	1.00125	0.00000
1.00192	1.00343	0.00001
0.99964	0.99941	0.00000
0.99925	0.99839	0.00000
1.00026	1.00054	0.00000
0.99970	0.99971	0.00000
1.00008	1.00011	0.00000
1.00070	1.00124	0.00000
0.99991	0.99986	0.00000
0.99973	0.99943	0.00000
1.00013	1.00026	0.00000
0.99996	1.00002	0.00000
1.00005	1.00008	0.00000
1.00027	1.00048	0.00000
1.00000	1.00002	0.00000
0.99992	0.99984	0.00000
0.99997	0.99995	0.00000
0.99992	0.99988	0.00000
1.00002	1.00003	0.00000
0.99999	0.99996	0.00000
0.99999	0.99998	0.00000
1.00000	1.00000	0.00000
0.99999	0.99998	0.00000
1.00004	1.00007	0.00000
0.99999	0.99998	0.00000
0.99996	0.99993	0.00000
1.00000	1.00001	0.00000
1.00000	1.00000	0.00000
1.00001	1.00003	0.00000
1.00000	0.99999	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
0.99999	0.99998	0.00000
1.00000	1.00000	0.00000
1.00001	1.00001	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	0.99999	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
1.00000	1.00000	0.00000
